"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2012M08","Switzerland","Total","Total","Total","First time applicant","Person","2,605"
"2012M08","Total","Total","Total","Total","Asylum applicant","Person","33,130"
"2012M08","Total","Total","Total","Total","First time applicant","Person","27,660"
"2012M09","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","32,275"
"2012M09","European Union (28 countries)","Total","Total","Total","First time applicant","Person","26,700"
"2012M09","Belgium","Total","Total","Total","Asylum applicant","Person","2,395"
"2012M09","Belgium","Total","Total","Total","First time applicant","Person","1,675"
"2012M09","Bulgaria","Total","Total","Total","Asylum applicant","Person","120"
"2012M09","Bulgaria","Total","Total","Total","First time applicant","Person","105"
"2012M09","Czech Republic","Total","Total","Total","Asylum applicant","Person","60"
"2012M09","Czech Republic","Total","Total","Total","First time applicant","Person","35"
"2012M09","Denmark","Total","Total","Total","Asylum applicant","Person","515"
"2012M09","Denmark","Total","Total","Total","First time applicant","Person","515"
"2012M09","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","8,755"
"2012M09","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","6,925"
"2012M09","Estonia","Total","Total","Total","Asylum applicant","Person","0"
"2012M09","Estonia","Total","Total","Total","First time applicant","Person","0"
"2012M09","Ireland","Total","Total","Total","Asylum applicant","Person","70"
"2012M09","Ireland","Total","Total","Total","First time applicant","Person","65"
"2012M09","Greece","Total","Total","Total","Asylum applicant","Person","745"
"2012M09","Greece","Total","Total","Total","First time applicant","Person","745"
"2012M09","Spain","Total","Total","Total","Asylum applicant","Person","205"
"2012M09","Spain","Total","Total","Total","First time applicant","Person","190"
"2012M09","France","Total","Total","Total","Asylum applicant","Person","4,635"
"2012M09","France","Total","Total","Total","First time applicant","Person","4,175"
"2012M09","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M09","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M09","Italy","Total","Total","Total","Asylum applicant","Person","1,435"
"2012M09","Italy","Total","Total","Total","First time applicant","Person","1,430"
"2012M09","Cyprus","Total","Total","Total","Asylum applicant","Person","165"
"2012M09","Cyprus","Total","Total","Total","First time applicant","Person","155"
"2012M09","Latvia","Total","Total","Total","Asylum applicant","Person","20"
"2012M09","Latvia","Total","Total","Total","First time applicant","Person","20"
"2012M09","Lithuania","Total","Total","Total","Asylum applicant","Person","55"
"2012M09","Lithuania","Total","Total","Total","First time applicant","Person","50"
"2012M09","Luxembourg","Total","Total","Total","Asylum applicant","Person","125"
"2012M09","Luxembourg","Total","Total","Total","First time applicant","Person","120"
"2012M09","Hungary","Total","Total","Total","Asylum applicant","Person","160"
"2012M09","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M09","Malta","Total","Total","Total","Asylum applicant","Person","345"
"2012M09","Malta","Total","Total","Total","First time applicant","Person","345"
"2012M09","Netherlands","Total","Total","Total","Asylum applicant","Person","1,035"
"2012M09","Netherlands","Total","Total","Total","First time applicant","Person","720"
"2012M09","Austria","Total","Total","Total","Asylum applicant","Person","1,775"
"2012M09","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M09","Poland","Total","Total","Total","Asylum applicant","Person","1,365"
"2012M09","Poland","Total","Total","Total","First time applicant","Person","1,255"
"2012M09","Portugal","Total","Total","Total","Asylum applicant","Person","15"
"2012M09","Portugal","Total","Total","Total","First time applicant","Person","15"
"2012M09","Romania","Total","Total","Total","Asylum applicant","Person","260"
"2012M09","Romania","Total","Total","Total","First time applicant","Person","255"
"2012M09","Slovenia","Total","Total","Total","Asylum applicant","Person","30"
"2012M09","Slovenia","Total","Total","Total","First time applicant","Person","25"
"2012M09","Slovakia","Total","Total","Total","Asylum applicant","Person","75"
"2012M09","Slovakia","Total","Total","Total","First time applicant","Person","60"
"2012M09","Finland","Total","Total","Total","Asylum applicant","Person","345"
"2012M09","Finland","Total","Total","Total","First time applicant","Person","325"
"2012M09","Sweden","Total","Total","Total","Asylum applicant","Person","4,915"
"2012M09","Sweden","Total","Total","Total","First time applicant","Person","4,915"
"2012M09","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,660"
"2012M09","United Kingdom","Total","Total","Total","First time applicant","Person","2,585"
"2012M09","Iceland","Total","Total","Total","Asylum applicant","Person","5"
"2012M09","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M09","Liechtenstein","Total","Total","Total","Asylum applicant","Person","10"
"2012M09","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M09","Norway","Total","Total","Total","Asylum applicant","Person","930"
"2012M09","Norway","Total","Total","Total","First time applicant","Person","895"
"2012M09","Switzerland","Total","Total","Total","Asylum applicant","Person","2,255"
"2012M09","Switzerland","Total","Total","Total","First time applicant","Person","2,095"
"2012M09","Total","Total","Total","Total","Asylum applicant","Person","35,475"
"2012M09","Total","Total","Total","Total","First time applicant","Person","29,695"
"2012M10","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","40,795"
"2012M10","European Union (28 countries)","Total","Total","Total","First time applicant","Person","33,805"
"2012M10","Belgium","Total","Total","Total","Asylum applicant","Person","2,725"
"2012M10","Belgium","Total","Total","Total","First time applicant","Person","1,735"
"2012M10","Bulgaria","Total","Total","Total","Asylum applicant","Person","195"
"2012M10","Bulgaria","Total","Total","Total","First time applicant","Person","190"
"2012M10","Czech Republic","Total","Total","Total","Asylum applicant","Person","85"
"2012M10","Czech Republic","Total","Total","Total","First time applicant","Person","60"
"2012M10","Denmark","Total","Total","Total","Asylum applicant","Person","610"
"2012M10","Denmark","Total","Total","Total","First time applicant","Person","610"
"2012M10","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","12,475"
"2012M10","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","10,195"
"2012M10","Estonia","Total","Total","Total","Asylum applicant","Person","5"
"2012M10","Estonia","Total","Total","Total","First time applicant","Person","5"
"2012M10","Ireland","Total","Total","Total","Asylum applicant","Person","105"
"2012M10","Ireland","Total","Total","Total","First time applicant","Person","105"
"2012M10","Greece","Total","Total","Total","Asylum applicant","Person","1,255"
"2012M10","Greece","Total","Total","Total","First time applicant","Person","1,255"
"2012M10","Spain","Total","Total","Total","Asylum applicant","Person","240"
"2012M10","Spain","Total","Total","Total","First time applicant","Person","230"
"2012M10","France","Total","Total","Total","Asylum applicant","Person","6,285"
"2012M10","France","Total","Total","Total","First time applicant","Person","5,680"
"2012M10","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M10","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M10","Italy","Total","Total","Total","Asylum applicant","Person","2,180"
"2012M10","Italy","Total","Total","Total","First time applicant","Person","2,170"
"2012M10","Cyprus","Total","Total","Total","Asylum applicant","Person","155"
"2012M10","Cyprus","Total","Total","Total","First time applicant","Person","150"
"2012M10","Latvia","Total","Total","Total","Asylum applicant","Person","15"
"2012M10","Latvia","Total","Total","Total","First time applicant","Person","10"
"2012M10","Lithuania","Total","Total","Total","Asylum applicant","Person","40"
"2012M10","Lithuania","Total","Total","Total","First time applicant","Person","35"
"2012M10","Luxembourg","Total","Total","Total","Asylum applicant","Person","165"
"2012M10","Luxembourg","Total","Total","Total","First time applicant","Person","165"
"2012M10","Hungary","Total","Total","Total","Asylum applicant","Person","320"
"2012M10","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M10","Malta","Total","Total","Total","Asylum applicant","Person","40"
"2012M10","Malta","Total","Total","Total","First time applicant","Person","40"
"2012M10","Netherlands","Total","Total","Total","Asylum applicant","Person","1,360"
"2012M10","Netherlands","Total","Total","Total","First time applicant","Person","1,040"
"2012M10","Austria","Total","Total","Total","Asylum applicant","Person","2,125"
"2012M10","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M10","Poland","Total","Total","Total","Asylum applicant","Person","1,365"
"2012M10","Poland","Total","Total","Total","First time applicant","Person","1,205"
"2012M10","Portugal","Total","Total","Total","Asylum applicant","Person","10"
"2012M10","Portugal","Total","Total","Total","First time applicant","Person","10"
"2012M10","Romania","Total","Total","Total","Asylum applicant","Person","160"
"2012M10","Romania","Total","Total","Total","First time applicant","Person","155"
"2012M10","Slovenia","Total","Total","Total","Asylum applicant","Person","35"
"2012M10","Slovenia","Total","Total","Total","First time applicant","Person","30"
"2012M10","Slovakia","Total","Total","Total","Asylum applicant","Person","80"
"2012M10","Slovakia","Total","Total","Total","First time applicant","Person","60"
"2012M10","Finland","Total","Total","Total","Asylum applicant","Person","315"
"2012M10","Finland","Total","Total","Total","First time applicant","Person","300"
"2012M10","Sweden","Total","Total","Total","Asylum applicant","Person","5,515"
"2012M10","Sweden","Total","Total","Total","First time applicant","Person","5,515"
"2012M10","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,935"
"2012M10","United Kingdom","Total","Total","Total","First time applicant","Person","2,860"
"2012M10","Iceland","Total","Total","Total","Asylum applicant","Person","10"
"2012M10","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M10","Liechtenstein","Total","Total","Total","Asylum applicant","Person","10"
"2012M10","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M10","Norway","Total","Total","Total","Asylum applicant","Person","1,010"
"2012M10","Norway","Total","Total","Total","First time applicant","Person","960"
"2012M10","Switzerland","Total","Total","Total","Asylum applicant","Person","2,405"
"2012M10","Switzerland","Total","Total","Total","First time applicant","Person","2,215"
"2012M10","Total","Total","Total","Total","Asylum applicant","Person","44,230"
