"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2013Q1","Netherlands","Total","Total","Total","Geneva Convention status","Person","300"
"2013Q1","Netherlands","Total","Total","Total","Humanitarian status","Person","285"
"2013Q1","Netherlands","Total","Total","Total","Rejected","Person","1,475"
"2013Q1","Austria","Total","Total","Total","Total","Person","4,240"
"2013Q1","Austria","Total","Total","Total","Total positive decisions","Person","1,185"
"2013Q1","Austria","Total","Total","Total","Geneva Convention status","Person","670"
"2013Q1","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Austria","Total","Total","Total","Rejected","Person","3,055"
"2013Q1","Poland","Total","Total","Total","Total","Person","610"
"2013Q1","Poland","Total","Total","Total","Total positive decisions","Person","145"
"2013Q1","Poland","Total","Total","Total","Geneva Convention status","Person","30"
"2013Q1","Poland","Total","Total","Total","Humanitarian status","Person","85"
"2013Q1","Poland","Total","Total","Total","Rejected","Person","465"
"2013Q1","Portugal","Total","Total","Total","Total","Person","65"
"2013Q1","Portugal","Total","Total","Total","Total positive decisions","Person","45"
"2013Q1","Portugal","Total","Total","Total","Geneva Convention status","Person","5"
"2013Q1","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Portugal","Total","Total","Total","Rejected","Person","25"
"2013Q1","Romania","Total","Total","Total","Total","Person","365"
"2013Q1","Romania","Total","Total","Total","Total positive decisions","Person","165"
"2013Q1","Romania","Total","Total","Total","Geneva Convention status","Person","65"
"2013Q1","Romania","Total","Total","Total","Humanitarian status","Person","0"
"2013Q1","Romania","Total","Total","Total","Rejected","Person","200"
"2013Q1","Slovenia","Total","Total","Total","Total","Person","60"
"2013Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2013Q1","Slovenia","Total","Total","Total","Geneva Convention status","Person","5"
"2013Q1","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Slovenia","Total","Total","Total","Rejected","Person","55"
"2013Q1","Slovakia","Total","Total","Total","Total","Person","50"
"2013Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2013Q1","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Slovakia","Total","Total","Total","Humanitarian status","Person","10"
"2013Q1","Slovakia","Total","Total","Total","Rejected","Person","35"
"2013Q1","Finland","Total","Total","Total","Total","Person","825"
"2013Q1","Finland","Total","Total","Total","Total positive decisions","Person","400"
"2013Q1","Finland","Total","Total","Total","Geneva Convention status","Person","170"
"2013Q1","Finland","Total","Total","Total","Humanitarian status","Person","50"
"2013Q1","Finland","Total","Total","Total","Rejected","Person","425"
"2013Q1","Sweden","Total","Total","Total","Total","Person","9,365"
"2013Q1","Sweden","Total","Total","Total","Total positive decisions","Person","4,520"
"2013Q1","Sweden","Total","Total","Total","Geneva Convention status","Person","1,370"
"2013Q1","Sweden","Total","Total","Total","Humanitarian status","Person","220"
"2013Q1","Sweden","Total","Total","Total","Rejected","Person","4,845"
"2013Q1","United Kingdom","Total","Total","Total","Total","Person","6,750"
"2013Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,715"
"2013Q1","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,400"
"2013Q1","United Kingdom","Total","Total","Total","Humanitarian status","Person","295"
"2013Q1","United Kingdom","Total","Total","Total","Rejected","Person","4,035"
"2013Q1","Iceland","Total","Total","Total","Total","Person","45"
"2013Q1","Iceland","Total","Total","Total","Total positive decisions","Person","0"
"2013Q1","Iceland","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2013Q1","Iceland","Total","Total","Total","Rejected","Person","40"
"2013Q1","Liechtenstein","Total","Total","Total","Total","Person","10"
"2013Q1","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2013Q1","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0"
"2013Q1","Liechtenstein","Total","Total","Total","Rejected","Person","10"
"2013Q1","Norway","Total","Total","Total","Total","Person","2,590"
"2013Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,340"
"2013Q1","Norway","Total","Total","Total","Geneva Convention status","Person","990"
"2013Q1","Norway","Total","Total","Total","Humanitarian status","Person","80"
"2013Q1","Norway","Total","Total","Total","Rejected","Person","1,250"
"2013Q1","Switzerland","Total","Total","Total","Total","Person","3,990"
"2013Q1","Switzerland","Total","Total","Total","Total positive decisions","Person","1,085"
"2013Q1","Switzerland","Total","Total","Total","Geneva Convention status","Person","630"
"2013Q1","Switzerland","Total","Total","Total","Humanitarian status","Person","315"
"2013Q1","Switzerland","Total","Total","Total","Rejected","Person","2,905"
"2013Q1","Total","Total","Total","Total","Total","Person","78,295"
"2013Q1","Total","Total","Total","Total","Total positive decisions","Person","27,560"
"2013Q1","Total","Total","Total","Total","Geneva Convention status","Person","12,875"
"2013Q1","Total","Total","Total","Total","Humanitarian status","Person","3,990"
"2013Q1","Total","Total","Total","Total","Rejected","Person","50,735"
"2013Q2","European Union (28 countries)","Total","Total","Total","Total","Person","76,995"
"2013Q2","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","25,830"
"2013Q2","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","12,280"
"2013Q2","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","3,385"
"2013Q2","European Union (28 countries)","Total","Total","Total","Rejected","Person","51,170"
"2013Q2","Belgium","Total","Total","Total","Total","Person","5,295"
"2013Q2","Belgium","Total","Total","Total","Total positive decisions","Person","1,540"
"2013Q2","Belgium","Total","Total","Total","Geneva Convention status","Person","875"
"2013Q2","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","Belgium","Total","Total","Total","Rejected","Person","3,755"
"2013Q2","Bulgaria","Total","Total","Total","Total","Person","340"
"2013Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","240"
"2013Q2","Bulgaria","Total","Total","Total","Geneva Convention status","Person","5"
"2013Q2","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","Bulgaria","Total","Total","Total","Rejected","Person","100"
"2013Q2","Czech Republic","Total","Total","Total","Total","Person","190"
"2013Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","70"
"2013Q2","Czech Republic","Total","Total","Total","Geneva Convention status","Person","15"
"2013Q2","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2013Q2","Czech Republic","Total","Total","Total","Rejected","Person","120"
"2013Q2","Denmark","Total","Total","Total","Total","Person","1,245"
"2013Q2","Denmark","Total","Total","Total","Total positive decisions","Person","480"
"2013Q2","Denmark","Total","Total","Total","Geneva Convention status","Person","220"
"2013Q2","Denmark","Total","Total","Total","Humanitarian status","Person","30"
"2013Q2","Denmark","Total","Total","Total","Rejected","Person","765"
"2013Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","15,205"
"2013Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","5,105"
"2013Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","2,450"
"2013Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","755"
"2013Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","10,100"
"2013Q2","Estonia","Total","Total","Total","Total","Person","15"
"2013Q2","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2013Q2","Estonia","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q2","Estonia","Total","Total","Total","Humanitarian status","Person","0"
"2013Q2","Estonia","Total","Total","Total","Rejected","Person","10"
"2013Q2","Ireland","Total","Total","Total","Total","Person","230"
"2013Q2","Ireland","Total","Total","Total","Total positive decisions","Person","60"
"2013Q2","Ireland","Total","Total","Total","Geneva Convention status","Person","50"
"2013Q2","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","Ireland","Total","Total","Total","Rejected","Person","170"
"2013Q2","Greece","Total","Total","Total","Total","Person","3,000"
"2013Q2","Greece","Total","Total","Total","Total positive decisions","Person","30"
"2013Q2","Greece","Total","Total","Total","Geneva Convention status","Person","5"
"2013Q2","Greece","Total","Total","Total","Humanitarian status","Person","10"
"2013Q2","Greece","Total","Total","Total","Rejected","Person","2,970"
"2013Q2","Spain","Total","Total","Total","Total","Person","570"
"2013Q2","Spain","Total","Total","Total","Total positive decisions","Person","140"
"2013Q2","Spain","Total","Total","Total","Geneva Convention status","Person","40"
"2013Q2","Spain","Total","Total","Total","Humanitarian status","Person","0"
"2013Q2","Spain","Total","Total","Total","Rejected","Person","430"
"2013Q2","France","Total","Total","Total","Total","Person","15,035"
"2013Q2","France","Total","Total","Total","Total positive decisions","Person","2,945"
"2013Q2","France","Total","Total","Total","Geneva Convention status","Person","2,600"
"2013Q2","France","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","France","Total","Total","Total","Rejected","Person","12,090"
"2013Q2","Croatia","Total","Total","Total","Total","Person","25"
"2013Q2","Croatia","Total","Total","Total","Total positive decisions","Person","0"
"2013Q2","Croatia","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q2","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","Croatia","Total","Total","Total","Rejected","Person","20"
"2013Q2","Italy","Total","Total","Total","Total","Person","6,315"
"2013Q2","Italy","Total","Total","Total","Total positive decisions","Person","3,410"
"2013Q2","Italy","Total","Total","Total","Geneva Convention status","Person","825"
"2013Q2","Italy","Total","Total","Total","Humanitarian status","Person","1,265"
"2013Q2","Italy","Total","Total","Total","Rejected","Person","2,905"
"2013Q2","Cyprus","Total","Total","Total","Total","Person","215"
"2013Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","20"
"2013Q2","Cyprus","Total","Total","Total","Geneva Convention status","Person","15"
"2013Q2","Cyprus","Total","Total","Total","Humanitarian status","Person","5"
"2013Q2","Cyprus","Total","Total","Total","Rejected","Person","195"
"2013Q2","Latvia","Total","Total","Total","Total","Person","25"
"2013Q2","Latvia","Total","Total","Total","Total positive decisions","Person","10"
"2013Q2","Latvia","Total","Total","Total","Geneva Convention status","Person","5"
"2013Q2","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","Latvia","Total","Total","Total","Rejected","Person","15"
"2013Q2","Lithuania","Total","Total","Total","Total","Person","40"
"2013Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2013Q2","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q2","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","Lithuania","Total","Total","Total","Rejected","Person","25"
"2013Q2","Luxembourg","Total","Total","Total","Total","Person","260"
"2013Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","40"
"2013Q2","Luxembourg","Total","Total","Total","Geneva Convention status","Person","35"
"2013Q2","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2013Q2","Luxembourg","Total","Total","Total","Rejected","Person","225"
"2013Q2","Hungary","Total","Total","Total","Total","Person","1,475"
"2013Q2","Hungary","Total","Total","Total","Total positive decisions","Person","85"
"2013Q2","Hungary","Total","Total","Total","Geneva Convention status","Person","35"
"2013Q2","Hungary","Total","Total","Total","Humanitarian status","Person","0"
"2013Q2","Hungary","Total","Total","Total","Rejected","Person","1,390"
"2013Q2","Malta","Total","Total","Total","Total","Person","340"
"2013Q2","Malta","Total","Total","Total","Total positive decisions","Person","270"
"2013Q2","Malta","Total","Total","Total","Geneva Convention status","Person","10"
